shock_id,shock,omega,Wald,cv10,cv5,cv1,lag
1,Positive,0.06283185307179587,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.12566370614359174,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.18849555921538758,0.2698218098022164,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.25132741228718347,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.3141592653589793,0.2698218098022163,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.37699111843077515,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.43982297150257105,0.2698218098022163,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.5026548245743669,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.5654866776461628,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.6283185307179586,0.26982180980221615,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.6911503837897545,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.7539822368615503,0.2698218098022162,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.8168140899333463,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.8796459430051421,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,0.9424777960769378,0.2698218098022165,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.0053096491487339,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.0681415022205298,0.2698218098022162,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.1309733552923256,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.1938052083641213,0.2698218098022163,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.2566370614359172,0.2698218098022167,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.3194689145077132,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.382300767579509,0.2698218098022165,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.4451326206513047,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.5079644737231006,0.2698218098022165,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.5707963267948966,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.6336281798666925,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.6964600329384882,0.2698218098022164,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.7592918860102842,0.2698218098022162,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.8221237390820801,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.8849555921538756,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,1.9477874452256716,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.0106192982974678,0.2698218098022163,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.0734511513692637,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.1362830044410597,0.2698218098022164,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.199114857512855,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.261946710584651,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.324778563656447,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.3876104167282426,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.4504422698000385,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.5132741228718345,0.2698218098022167,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.57610597594363,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.6389378290154264,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.701769682087222,0.2698218098022163,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.764601535159018,0.2698218098022164,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.827433388230814,0.2698218098022164,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.8902652413026093,0.2698218098022163,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,2.9530970943744057,0.26982180980221604,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,3.015928947446201,0.2698218098022164,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,3.078760800517997,0.2698218098022162,4.605170185988092,5.991464547107983,9.210340371976182,1
1,Positive,3.141592653589793,0.26982180980221626,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.06283185307179587,0.14147705788629672,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.12566370614359174,0.1414770578862965,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.18849555921538758,0.14147705788629666,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.25132741228718347,0.1414770578862966,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.3141592653589793,0.14147705788629666,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.37699111843077515,0.1414770578862967,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.43982297150257105,0.1414770578862967,4.605170185988092,5.991464547107983,9.210340371976182,1
2,Negative,0.5026548245743669,0.1414770578862967,4.605170185988092,5.991464547107983,9.210340371976182,1
