,sub_start,sub_end,lag,Wald,cv10,cv5,cv1,ratio_5pct
77,78,98,1,0.18069159458120312,1.3665011994074656,2.021003313138628,6.64755587753695,0.08940687697368899
78,79,99,1,0.7621314956579114,2.578232299638297,3.8248069789850616,5.052601866923137,0.19926011948978092
79,80,100,3,0.910327778009486,14.153276873871404,19.25296326545137,93.58292951930761,0.04728247623279014
80,81,101,2,0.18004307634016975,6.070586740844575,10.870305247231649,20.291572712769067,0.016562835379992803
81,82,102,1,0.01771806901613417,2.078161534648415,4.80650822585068,17.74023868410788,0.003686266242267449
82,83,103,1,0.046153731897274106,2.912612052892821,4.531800313129507,12.504199644965537,0.010184414296357623
83,84,104,1,0.20516573633265334,2.0330005909021915,2.6750266490906687,5.351919729005481,0.0766967074523897
84,85,105,1,0.5163566127824908,1.8275979786926377,2.5777917523510196,10.28989976330368,0.20030966904582528
85,86,106,1,0.4943469238679373,2.0798693427340798,4.201646456888718,12.088561754930652,0.11765552598016465
86,87,107,1,0.5579568909304514,2.201251460081936,3.6819152903597763,6.580237386616645,0.15153985003167494
87,88,108,1,0.09499741645108505,3.5023138938757437,6.074426905192212,8.381774052653132,0.01563891012827638
88,89,109,1,0.09903249396291561,2.5200088861001806,3.702738638706146,9.616423727004417,0.026745742442550766
89,90,110,1,0.09371758699613318,2.998681704441247,3.9542820251081903,27.754332846581825,0.023700278938391866
90,91,111,1,0.1300982714290014,1.5982454487638766,2.5171318341576403,3.485056849142415,0.05168512418124451
91,92,112,1,0.17221479116686,1.3560522007565352,2.068810076444703,3.3510905105151623,0.08324340311741667
92,93,113,1,1.371736295629717,2.6224577392028836,3.671828895944153,5.3691474364773235,0.37358393718860816
93,94,114,1,1.2103790584621335,1.5787951995958989,3.0932421597773274,6.260134824470315,0.39129786675003314
94,95,115,1,0.8743713055545455,1.3676731870934198,2.192771991796307,5.004109089374929,0.3987515842165903
95,96,116,1,0.929325532891963,1.5186004608541759,2.1595326967546615,4.427037698454034,0.4303364030044788
96,97,117,1,0.638921019497746,1.4881210098507842,1.9861159412806801,4.527651991686197,0.3216937169769451
97,98,118,3,1.3258234638013335,6.888395434947524,9.135412406662146,20.003988815359946,0.14513011616579624
98,99,119,3,0.6511365337913753,7.281106242630157,9.081223124768531,18.66900887977226,0.07170141343795822
