,sub_start,sub_end,lag,Wald,cv10,cv5,cv1,ratio_5pct
28,29,49,1,1.2566994241983707,0.5134070338094304,0.7337524428790847,2.7328804824954767,1.7127022013955497
29,30,50,1,1.3334329867941663,0.2462517920288864,0.4346712184413667,1.1251982087810641,3.0676818022954393
30,31,51,1,1.7133296848596518,0.5635263717122477,0.7787622726536341,1.6070085547583626,2.2000676522521787
31,32,52,1,1.0192772764608957,0.36777619537163675,0.5991013115205175,2.4728987977033974,1.7013437574923227
32,33,53,1,0.9775112259423309,0.645883705575476,1.1160507583707093,2.9460921626123855,0.8758662799256296
33,34,54,1,1.1103802459127243,0.5646859926424272,0.814213169006122,3.4458894642564935,1.3637463605116114
34,35,55,1,1.2891632336986762,0.4980805175938323,0.9753154947203005,1.8768309476184246,1.3217909903793545
35,36,56,1,1.0823675924470766,0.32782213974865254,0.4567472851541502,0.6123747868390157,2.369729668085016
36,37,57,1,1.0342168547323236,0.6367073612277067,1.1491508406372217,2.0030577957753684,0.8999835514707839
37,38,58,1,1.047325789160925,0.4387874044382966,0.7861086887409017,1.599905784948342,1.3322913283637796
38,39,59,1,1.0095086771055863,0.4158995116112423,0.5299011041656685,1.5319958135543275,1.9050888348214747
39,40,60,1,0.8941506977510453,0.26155215783419095,0.5246991001926407,1.361687036101919,1.70412089028314
40,41,61,1,1.415220836583295,0.5018693870203079,0.7140705504640429,2.0097563847353066,1.9819061795275068
41,42,62,1,1.2826018846447307,0.0983035092109037,0.1716689268054521,1.016282363943617,7.4713689222177635
42,43,63,2,41.999517618356606,7.893842714367199,12.814419590882508,32.30384670685557,3.2775200874676655
43,44,64,3,14.39703515749319,2.000191201156499,2.8016369481571135,21.607136920644926,5.138794006469469
44,45,65,2,0.1289222564310597,3.6876096207616933,5.463999959195888,12.19217687287018,0.023594849449821848
45,46,66,1,0.022188434719069478,0.14110611824121813,0.2216121807267773,0.26760869328604026,0.10012281205077488
46,47,67,1,0.016286707762483178,0.2495831306713262,0.3076337113011763,0.7535460016713328,0.05294188238862528
47,48,68,1,0.007186058360914519,0.2927735086541997,0.5717268031528018,1.629824988982244,0.01256904227908648
48,49,69,1,0.0004418984757851801,0.2785097949062996,0.5066256282517608,1.2953220289097167,0.0008722386929182046
49,50,70,1,0.005586035902576071,0.33071164745934556,0.5014928015011619,1.1273394651806794,0.01113881572348577
50,51,71,3,6.722905424636721,16.661295396819142,34.88534081543498,81.52586521389455,0.19271433981984146
51,52,72,3,12.327243873877489,23.569213178064018,40.83479510146015,132.2063445491169,0.3018808798537769
52,53,73,2,12.548005835660703,1.547933404445244,1.8615432994986172,15.490316359622318,6.740646773588532
53,54,74,3,8.378200593697994,27.740143392626344,36.25259102239498,55.04746419079238,0.2311062563368884
54,55,75,3,8.316894420347822,23.457734915497717,57.41573593625654,168.96560986624888,0.14485392000515873
55,56,76,3,5.592430169730796,28.532108802861394,41.113827182610486,80.4302201457212,0.136023098625471
56,57,77,3,2.121946938362936,30.983277863100536,51.81802870595793,220.8353463989866,0.040949974195351034
57,58,78,3,0.38520976390118195,16.769197741335333,26.46834666997637,68.67243795302969,0.014553601277186455
58,59,79,3,0.17524060529905777,5.7396475899413755,13.563622205554505,60.26503657498793,0.012919897254827263
59,60,80,3,1.618150524229777,14.801011974968922,39.69001857329005,98.57654539971665,0.040769709423082355
60,61,81,2,1.252183434175201,3.306076787550785,4.871165144847765,10.862215663719738,0.2570603535171942
61,62,82,1,0.7222673914002818,0.16824461063214816,0.29249381591873114,0.8925534340348507,2.4693424342378663
62,63,83,1,0.06097244950685487,0.06655892585138379,0.11411805379768489,0.29669413170386894,0.5342927562973547
63,64,84,3,14.219412017921114,9.196311126452557,13.335683389497305,24.485833131360813,1.0662679671234396
